year,district,sex,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2009,North Canberra,f,1112,946,850,1623,3382,2862,1906,1637,1479,1410,1305,1107,880,680,650,564,560,476
2009,South Canberra,f,533,558,670,736,921,1264,874,868,836,930,892,807,688,398,368,354,425,454
2009,Tuggeranong,f,2941,2944,3331,3830,3334,3287,2978,3574,3584,3968,3654,2913,2049,1206,871,629,421,317
2009,Weston Creek,f,709,638,615,699,655,697,791,995,821,827,785,814,907,603,423,304,242,312
2009,Woden,f,902,884,948,1026,1192,1179,1078,1240,1247,1263,1147,967,973,930,692,562,488,506
2009,Molonglo,f,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2009,Urriarra-Namadgi,f,6,11,16,16,12,19,18,15,16,12,11,13,6,2,1,0,2,1
2009,Belconnen,p,6387,5281,5161,6530,8788,8313,7581,7172,5865,5716,5748,5732,5255,3249,2270,1586,1181,973
2009,Canberra East,p,31,27,81,85,121,126,99,111,105,117,83,102,81,78,43,28,14,10
2009,Gungahlin,p,3719,3271,2853,2656,2876,3661,3782,4041,3346,2693,2092,1695,1261,870,535,357,180,116
2009,North Canberra,p,2324,1926,1721,3349,7201,5957,4071,3447,3060,2885,2656,2232,1716,1240,1174,1024,960,769
2009,South Canberra,p,1106,1119,1343,1538,1845,2492,1769,1738,1677,1867,1764,1611,1403,821,698,594,640,685
2009,Tuggeranong,p,6094,5958,6798,7838,7024,6485,5970,6814,6748,7547,6955,5864,4239,2436,1596,1146,771,480
2009,Weston Creek,p,1511,1374,1296,1414,1352,1406,1603,1902,1640,1552,1480,1487,1711,1221,856,580,429,449
2009,Woden,p,1786,1852,1965,2108,2444,2396,2171,2447,2408,2559,2229,1942,1825,1698,1335,1043,851,756
2009,Molonglo,p,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0
2009,Urriarra-Namadgi,p,16,29,36,32,32,37,24,33,39,31,20,21,16,6,7,0,2,2
2010,Belconnen,m,3536,2757,2560,3388,4508,4308,4040,3751,3117,2788,2665,2695,2615,1724,1186,776,499,357
2010,Canberra East,m,23,11,42,56,101,106,76,87,76,69,64,67,43,55,22,18,18,5
2010,Gungahlin,m,2065,1763,1486,1450,1656,1979,1950,2055,1765,1452,1113,852,654,435,277,189,88,46
2010,North Canberra,m,1233,986,880,1737,3944,3229,2221,1820,1585,1482,1399,1139,904,577,538,453,378,312
2010,South Canberra,m,593,576,669,778,907,1261,895,838,880,919,925,787,758,466,320,247,209,244
2010,Tuggeranong,m,3219,2921,3320,3942,3708,3310,2917,3192,3093,3486,3330,2889,2350,1297,792,533,348,176
2010,Weston Creek,m,834,788,673,717,664,731,752,911,870,735,714,624,804,637,454,286,198,144
2010,Woden,m,867,983,1021,1079,1258,1240,1097,1184,1179,1262,1129,962,893,741,674,492,360,264
2010,Molonglo,m,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0
2010,Urriarra-Namadgi,m,12,19,22,19,27,18,11,16,28,24,13,9,11,1,4,3,1,1
2010,Belconnen,f,3164,2699,2461,3218,4461,4257,3851,3663,2975,2921,3016,3018,2765,1813,1196,864,741,697
2010,Canberra East,f,14,10,38,33,39,36,39,28,32,47,23,46,31,31,22,14,5,7
2010,Gungahlin,f,1951,1690,1511,1391,1646,2070,2118,2157,1839,1446,1128,936,706,510,336,191,111,89
2010,North Canberra,f,1137,963,866,1592,3545,2940,1989,1639,1497,1399,1372,1126,911,711,621,569,538,507
2010,South Canberra,f,530,577,675,740,893,1298,895,864,860,911,904,809,724,432,372,330,411,471
2010,Tuggeranong,f,2964,2813,3236,3681,3428,3316,2997,3438,3493,3894,3645,2977,2185,1256,903,660,448,340
2010,Weston Creek,f,752,643,634,672,642,711,808,986,843,819,781,759,915,629,453,322,227,327
2010,Woden,f,931,910,934,1007,1225,1231,1056,1246,1271,1255,1167,959,936,933,709,587,490,536
2010,Molonglo,f,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,Urriarra-Namadgi,f,8,10,17,20,14,25,18,17,17,11,14,17,10,1,2,0,4,1
2010,Belconnen,p,6700,5456,5021,6606,8969,8565,7891,7414,6092,5709,5681,5713,5380,3537,2382,1640,1240,1054
2010,Canberra East,p,37,21,80,89,140,142,115,115,108,116,87,113,74,86,44,32,23,12
2010,Gungahlin,p,4016,3453,2997,2841,3302,4049,4068,4212,3604,2898,2241,1788,1360,945,613,380,199,135
2010,North Canberra,p,2370,1949,1746,3329,7489,6169,4210,3459,3082,2881,2771,2265,1815,1288,1159,1022,916,819
2010,South Canberra,p,1123,1153,1344,1518,1800,2559,1790,1702,1740,1830,1829,1596,1482,898,692,577,620,715
2010,Tuggeranong,p,6183,5734,6556,7623,7136,6626,5914,6630,6586,7380,6975,5866,4535,2553,1695,1193,796,516
2010,Weston Creek,p,1586,1431,1307,1389,1306,1442,1560,1897,1713,1554,1495,1383,1719,1266,907,608,425,471
2010,Woden,p,1798,1893,1955,2086,2483,2471,2153,2430,2450,2517,2296,1921,1829,1674,1383,1079,850,800
2010,Molonglo,p,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0
2010,Urriarra-Namadgi,p,20,29,39,39,41,43,29,33,45,35,27,26,21,2,6,3,5,2
2011,Belconnen,m,3490,2891,2505,3283,4561,4387,3996,3715,3303,2743,2617,2616,2598,1863,1255,774,545,382
2011,Canberra East,m,24,9,39,55,127,119,76,98,65,85,69,75,53,51,26,13,19,5
2011,Gungahlin,m,2308,1956,1704,1501,1876,2284,2332,2282,2085,1639,1258,964,696,482,299,181,92,39
2011,North Canberra,m,1151,1004,901,1753,4064,3371,2345,1832,1621,1452,1418,1188,961,619,500,484,393,333
2011,South Canberra,m,601,607,659,741,903,1282,894,793,907,899,949,825,785,527,321,251,215,251
2011,Tuggeranong,m,3123,2922,3166,3731,3674,3341,2918,2996,3080,3338,3369,2943,2370,1397,822,519,314,197
2011,Weston Creek,m,874,804,676,680,660,694,724,889,886,736,711,593,747,665,483,328,191,157
2011,Woden,m,923,974,1032,1065,1187,1262,1094,1127,1176,1201,1194,927,867,756,716,505,414,282
2011,Molonglo,m,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Urriarra-Namadgi,m,18,18,26,21,33,16,8,13,32,24,27,8,9,0,8,3,1,0
2011,Belconnen,f,3181,2710,2451,3099,4562,4235,3941,3621,3077,2843,3055,2894,2837,1939,1277,946,747,734
2011,Canberra East,f,18,9,40,18,43,32,40,18,32,48,31,52,33,35,24,10,10,8
2011,Gungahlin,f,2145,1884,1680,1472,1927,2492,2557,2380,2091,1611,1206,941,793,500,309,174,103,94
2011,North Canberra,f,1108,955,874,1654,3751,3021,2115,1644,1531,1375,1410,1150,950,752,618,584,490,538
2011,South Canberra,f,548,600,641,698,882,1276,920,797,887,910,943,862,746,483,393,326,396,498
2011,Tuggeranong,f,2913,2752,3102,3550,3486,3206,2999,3161,3449,3850,3614,3088,2291,1293,889,652,456,364
2011,Weston Creek,f,780,663,636,641,603,648,790,918,889,773,791,702,935,701,494,344,242,341
2011,Woden,f,913,943,934,1000,1155,1213,1040,1204,1252,1292,1155,994,890,960,796,615,499,567
2011,Molonglo,f,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2011,Urriarra-Namadgi,f,14,10,20,16,17,30,17,21,21,9,16,15,10,3,0,0,3,1
2011,Belconnen,p,6671,5601,4956,6382,9123,8622,7937,7336,6380,5586,5672,5510,5435,3802,2532,1720,1292,1116
2011,Canberra East,p,42,18,79,73,170,151,116,116,97,133,100,127,86,86,50,23,29,13
2011,Gungahlin,p,4453,3840,3384,2973,3803,4776,4889,4662,4176,3250,2464,1905,1489,982,608,355,195,133
2011,North Canberra,p,2259,1959,1775,3407,7815,6392,4460,3476,3152,2827,2828,2338,1911,1371,1118,1068,883,871
2011,South Canberra,p,1149,1207,1300,1439,1785,2558,1814,1590,1794,1809,1892,1687,1531,1010,714,577,611,749
2011,Tuggeranong,p,6036,5674,6268,7281,7160,6547,5917,6157,6529,7188,6983,6031,4661,2690,1711,1171,770,561
2011,Weston Creek,p,1654,1467,1312,1321,1263,1342,1514,1807,1775,1509,1502,1295,1682,1366,977,672,433,498
2011,Woden,p,1836,1917,1966,2065,2342,2475,2134,2331,2428,2493,2349,1921,1757,1716,1512,1120,913,849
2011,Molonglo,p,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2011,Urriarra-Namadgi,p,32,28,46,37,50,46,25,34,53,33,43,23,19,3,8,3,4,1
2012,Belconnen,m,3556,2999,2527,3135,4550,4398,4060,3768,3375,2776,2644,2582,2460,2033,1304,830,568,389
2012,Canberra East,m,25,6,38,60,118,114,88,92,75,87,78,76,55,48,30,9,16,5
2012,Gungahlin,m,2687,2178,1860,1658,2087,2509,2685,2507,2351,1783,1399,1035,736,566,337,201,112,46
2012,North Canberra,m,1202,1054,902,1806,4074,3448,2510,1835,1655,1458,1417,1193,989,673,503,459,388,337
2012,South Canberra,m,621,622,679,752,849,1281,963,800,907,931,977,830,774,602,374,252,222,252
2012,Tuggeranong,m,3127,2900,3011,3547,3600,3359,2990,2927,3090,3158,3387,2923,2418,1605,889,540,345,234
2012,Weston Creek,m,894,831,683,629,633,688,731,884,932,747,725,614,690,695,508,379,192,185
2012,Woden,m,1008,998,1022,1031,1163,1278,1127,1133,1218,1155,1222,942,871,728,744,525,408,300
2012,Molonglo,m,1,0,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,Urriarra-Namadgi,m,17,26,24,21,31,25,15,11,31,21,27,11,10,2,6,2,0,0
2012,Belconnen,f,3255,2773,2488,2925,4430,4317,4084,3647,3256,2802,2972,2849,2797,2128,1330,999,726,747
2012,Canberra East,f,15,19,24,22,40,41,40,18,29,40,31,48,34,41,23,12,15,7
2012,Gungahlin,f,2466,2060,1789,1638,2214,2775,2893,2599,2355,1755,1328,1039,876,556,366,192,123,88
2012,North Canberra,f,1169,994,920,1740,3837,3128,2230,1682,1579,1398,1427,1190,939,799,636,568,467,576
2012,South Canberra,f,584,615,646,687,887,1321,995,790,930,890,1018,831,779,541,400,325,351,509
2012,Tuggeranong,f,2957,2760,2952,3354,3379,3221,3082,3034,3444,3636,3660,3091,2350,1513,944,692,504,397
2012,Weston Creek,f,780,698,666,578,577,675,831,874,953,756,790,694,895,776,512,373,281,342
2012,Woden,f,974,938,930,954,1131,1267,1111,1175,1254,1287,1205,997,870,967,811,635,494,592
2012,Molonglo,f,1,0,2,1,5,2,0,0,1,0,0,0,0,0,0,2,0,0
2012,Urriarra-Namadgi,f,17,15,22,14,18,22,21,26,24,14,15,17,11,1,0,2,3,0
2012,Belconnen,p,6811,5772,5015,6060,8980,8715,8144,7415,6631,5578,5616,5431,5257,4161,2634,1829,1294,1136
2012,Canberra East,p,40,25,62,82,158,155,128,110,104,127,109,124,89,89,53,21,31,12
2012,Gungahlin,p,5153,4238,3649,3296,4301,5284,5578,5106,4706,3538,2727,2074,1612,1122,703,393,235,134
2012,North Canberra,p,2371,2048,1822,3546,7911,6576,4740,3517,3234,2856,2844,2383,1928,1472,1139,1027,855,913
2012,South Canberra,p,1205,1237,1325,1439,1736,2602,1958,1590,1837,1821,1995,1661,1553,1143,774,577,573,761
2012,Tuggeranong,p,6084,5660,5963,6901,6979,6580,6072,5961,6534,6794,7047,6014,4768,3118,1833,1232,849,631
2012,Weston Creek,p,1674,1529,1349,1207,1210,1363,1562,1758,1885,1503,1515,1308,1585,1471,1020,752,473,527
2012,Woden,p,1982,1936,1952,1985,2294,2545,2238,2308,2472,2442,2427,1939,1741,1695,1555,1160,902,892
2012,Molonglo,p,2,0,3,3,11,3,0,0,1,0,0,0,0,0,0,2,0,0
2012,Urriarra-Namadgi,p,34,41,46,35,49,47,36,37,55,35,42,28,21,3,6,4,3,0
2013,Belconnen,m,3631,3064,2527,3049,4473,4361,4090,3826,3417,2813,2651,2546,2430,2166,1360,891,558,413
2013,Canberra East,m,24,8,30,56,116,120,102,85,75,93,80,75,56,49,30,11,12,5
2013,Gungahlin,m,2985,2404,1945,1801,2240,2655,3030,2744,2575,1923,1546,1119,816,626,361,243,125,55
2013,North Canberra,m,1239,1067,952,1798,4060,3526,2630,1861,1688,1453,1437,1223,997,715,496,441,383,352
2013,South Canberra,m,630,636,681,767,813,1290,1005,822,914,928,990,818,765,654,385,271,208,244
2013,Tuggeranong,m,3113,2873,2862,3351,3443,3308,3027,2841,3070,3030,3364,2929,2476,1722,994,564,370,263
2013,Weston Creek,m,888,850,707,625,617,641,746,870,919,779,704,643,643,732,522,406,205,211
2013,Woden,m,1040,1035,1020,1029,1078,1314,1178,1130,1228,1132,1235,970,860,760,710,570,414,335
2013,Molonglo,m,12,2,2,10,33,21,6,5,4,5,0,0,1,0,0,1,0,0
2013,Urriarra-Namadgi,m,20,33,21,21,22,25,21,17,31,24,21,15,9,5,7,1,0,1
2013,Belconnen,f,3316,2839,2465,2856,4338,4313,4216,3617,3323,2850,2899,2794,2791,2310,1402,1037,686,794
2013,Canberra East,f,19,15,24,23,38,46,37,21,21,40,36,41,38,35,28,6,13,4
2013,Gungahlin,f,2724,2231,1908,1812,2384,3006,3228,2779,2583,1892,1470,1125,944,617,406,232,130,87
2013,North Canberra,f,1211,1029,965,1792,3831,3223,2341,1698,1584,1443,1427,1179,983,836,634,570,487,596
2013,South Canberra,f,593,614,658,683,852,1358,1045,812,955,901,976,878,755,618,399,341,333,522
2013,Tuggeranong,f,3025,2723,2824,3209,3203,3156,3106,2934,3381,3470,3624,3161,2451,1684,1012,740,512,432
2013,Weston Creek,f,754,742,664,569,569,671,833,845,990,760,786,707,833,814,525,416,307,360
2013,Woden,f,1021,966,915,936,1089,1306,1153,1120,1294,1273,1230,988,862,957,864,626,507,623
2013,Molonglo,f,9,3,5,9,39,21,4,3,3,0,3,0,0,0,0,1,0,0
2013,Urriarra-Namadgi,f,20,18,22,17,16,20,25,28,29,9,18,19,8,4,0,1,0,3
2013,Belconnen,p,6947,5903,4992,5905,8811,8674,8306,7443,6740,5663,5550,5340,5221,4476,2762,1928,1244,1207
2013,Canberra East,p,43,23,54,79,154,166,139,106,96,133,116,116,94,84,58,17,25,9
2013,Gungahlin,p,5709,4635,3853,3613,4624,5661,6258,5523,5158,3815,3016,2244,1760,1243,767,475,255,142
2013,North Canberra,p,2450,2096,1917,3590,7891,6749,4971,3559,3272,2896,2864,2402,1980,1551,1130,1011,870,948
2013,South Canberra,p,1223,1250,1339,1450,1665,2648,2050,1634,1869,1829,1966,1696,1520,1272,784,612,541,766
2013,Tuggeranong,p,6138,5596,5686,6560,6646,6464,6133,5775,6451,6500,6988,6090,4927,3406,2006,1304,882,695
2013,Weston Creek,p,1642,1592,1371,1194,1186,1312,1579,1715,1909,1539,1490,1350,1476,1546,1047,822,512,571
2013,Woden,p,2061,2001,1935,1965,2167,2620,2331,2250,2522,2405,2465,1958,1722,1717,1574,1196,921,958
2013,Molonglo,p,21,5,7,19,72,42,10,8,7,5,3,0,1,0,0,2,0,0
2013,Urriarra-Namadgi,p,40,51,43,38,38,45,46,45,60,33,39,34,17,9,7,2,0,4
2014,Belconnen,m,3639,3149,2531,2986,4397,4207,4073,3737,3463,2864,2647,2489,2349,2267,1442,954,576,441
2014,Canberra East,m,20,10,20,50,112,122,117,91,74,97,81,76,60,34,36,15,5,8
2014,Gungahlin,m,3246,2603,2113,1941,2372,2804,3357,2989,2792,2053,1678,1220,911,666,420,270,140,60
2014,North Canberra,m,1258,1091,952,1859,4044,3454,2711,1898,1671,1454,1440,1231,1033,769,502,448,373,373
2014,South Canberra,m,641,641,675,777,779,1253,1059,850,914,904,989,859,753,704,410,297,201,263
2014,Tuggeranong,m,3062,2926,2762,3244,3287,3142,3004,2822,3012,2898,3262,2916,2485,1848,1036,621,372,276
2014,Weston Creek,m,863,863,732,625,565,591,747,843,879,785,702,641,609,727,539,398,234,209
2014,Woden,m,1065,1073,1032,1031,1025,1276,1196,1141,1202,1170,1213,971,877,783,693,600,428,368
2014,Molonglo,m,59,26,13,25,81,115,56,52,26,20,21,10,10,7,3,1,0,2
2014,Urriarra-Namadgi,m,22,40,17,22,24,19,24,27,29,21,26,13,13,6,6,2,0,0
2014,Belconnen,f,3326,2890,2466,2787,4221,4235,4225,3617,3381,2821,2819,2801,2771,2420,1509,1066,709,815
2014,Canberra East,f,19,16,21,21,38,42,40,20,17,38,40,39,36,36,27,5,11,13
2014,Gungahlin,f,2967,2433,2028,1958,2516,3168,3577,2985,2772,2036,1621,1271,1010,696,466,282,131,71
2014,North Canberra,f,1209,1066,976,1859,3797,3191,2360,1748,1582,1464,1414,1210,1002,842,673,591,493,629
2014,South Canberra,f,595,607,673,701,818,1367,1087,820,923,945,994,904,773,654,405,349,337,543
2014,Tuggeranong,f,3024,2699,2679,3146,3015,3052,3122,2841,3284,3346,3589,3214,2524,1829,1090,771,529,475
2014,Weston Creek,f,742,775,638,603,541,608,838,844,951,790,772,711,742,846,569,425,319,359
2014,Woden,f,1031,1003,904,934,1044,1308,1202,1125,1275,1271,1237,1032,847,935,868,663,497,647
2014,Molonglo,f,52,22,20,25,102,124,63,37,26,21,19,16,9,4,6,1,0,0
2014,Urriarra-Namadgi,f,22,22,18,19,16,20,26,30,29,13,14,18,8,4,5,0,0,3
2014,Belconnen,p,6965,6039,4997,5773,8618,8442,8298,7354,6844,5685,5466,5290,5120,4687,2951,2020,1285,1256
2014,Canberra East,p,39,26,41,71,150,164,157,111,91,135,121,115,96,70,63,20,16,21
2014,Gungahlin,p,6213,5036,4141,3899,4888,5972,6934,5974,5564,4089,3299,2491,1921,1362,886,552,271,131
2014,North Canberra,p,2467,2157,1928,3718,7841,6645,5071,3646,3253,2918,2854,2441,2035,1611,1175,1039,866,1002
2014,South Canberra,p,1236,1248,1348,1478,1597,2620,2146,1670,1837,1849,1983,1763,1526,1358,815,646,538,806
2014,Tuggeranong,p,6086,5625,5441,6390,6302,6194,6126,5663,6296,6244,6851,6130,5009,3677,2126,1392,901,751
2014,Weston Creek,p,1605,1638,1370,1228,1106,1199,1585,1687,1830,1575,1474,1352,1351,1573,1108,823,553,568
2014,Woden,p,2096,2076,1936,1965,2069,2584,2398,2266,2477,2441,2450,2003,1724,1718,1561,1263,925,1015
2014,Molonglo,p,111,48,33,50,183,239,119,89,52,41,40,26,19,11,9,2,0,2
2014,Urriarra-Namadgi,p,44,62,35,41,40,39,50,57,58,34,40,31,21,10,11,2,0,3
2015,Belconnen,m,3643,3221,2563,2872,4339,4075,4021,3748,3465,2915,2613,2456,2350,2297,1509,1006,596,472
2015,Canberra East,m,18,9,7,52,114,122,125,85,84,95,86,74,65,39,40,13,2,10
2015,Gungahlin,m,3457,2829,2254,2076,2457,3041,3654,3259,2944,2235,1763,1328,969,752,468,299,156,85
2015,North Canberra,m,1268,1124,959,1916,3993,3433,2791,1885,1686,1473,1446,1261,1011,833,536,442,357,399
2015,South Canberra,m,660,651,697,784,735,1236,1092,862,923,947,976,912,738,741,475,289,225,265
2015,Tuggeranong,m,3040,2971,2721,3120,3100,3044,2975,2742,2958,2826,3150,2923,2485,2027,1050,701,403,296
2015,Weston Creek,m,848,865,753,604,542,548,752,795,858,794,691,651,575,710,551,399,246,204
2015,Woden,m,1055,1120,1031,1042,1017,1219,1247,1146,1205,1199,1169,991,872,813,678,620,426,391
2015,Molonglo,m,164,99,56,54,139,257,193,173,106,84,70,34,34,27,11,10,1,1
2015,Urriarra-Namadgi,m,28,38,16,24,16,28,23,33,25,19,27,8,19,7,6,0,0,0
2015,Belconnen,f,3262,2998,2443,2760,4120,4135,4167,3629,3435,2827,2748,2763,2737,2484,1635,1075,716,844
2015,Canberra East,f,21,13,20,24,34,43,46,29,15,36,38,34,44,29,25,10,6,16
2015,Gungahlin,f,3195,2677,2166,2078,2618,3306,3925,3207,2925,2210,1773,1367,1080,819,507,332,149,74
2015,North Canberra,f,1198,1103,989,1974,3821,3210,2430,1722,1612,1508,1384,1269,1014,857,723,578,503,659
2015,South Canberra,f,613,613,687,710,782,1378,1109,883,933,970,1000,947,779,718,425,375,322,554
2015,Tuggeranong,f,2963,2772,2544,3109,2849,2934,3088,2821,3147,3279,3517,3194,2626,1973,1159,818,564,493
2015,Weston Creek,f,756,764,661,616,505,589,805,852,917,812,736,715,675,832,603,440,312,369
2015,Woden,f,1023,1057,934,926,1000,1292,1226,1125,1286,1252,1215,1060,841,922,860,689,521,642
2015,Molonglo,f,152,87,63,57,184,315,217,143,104,61,66,52,41,21,21,9,3,1
2015,Urriarra-Namadgi,f,20,26,19,19,23,19,27,31,27,17,11,19,6,4,4,3,0,3
2015,Belconnen,p,6905,6219,5006,5632,8459,8210,8188,7377,6900,5742,5361,5219,5087,4781,3144,2081,1312,1316
2015,Canberra East,p,39,22,27,76,148,165,171,114,99,131,124,108,109,68,65,23,8,26
2015,Gungahlin,p,6652,5506,4420,4154,5075,6347,7579,6466,5869,4445,3536,2695,2049,1571,975,631,305,159
2015,North Canberra,p,2466,2227,1948,3890,7814,6643,5221,3607,3298,2981,2830,2530,2025,1690,1259,1020,860,1058
2015,South Canberra,p,1273,1264,1384,1494,1517,2614,2201,1745,1856,1917,1976,1859,1517,1459,900,664,547,819
2015,Tuggeranong,p,6003,5743,5265,6229,5949,5978,6063,5563,6105,6105,6667,6117,5111,4000,2209,1519,967,789
2015,Weston Creek,p,1604,1629,1414,1220,1047,1137,1557,1647,1775,1606,1427,1366,1250,1542,1154,839,558,573
2015,Woden,p,2078,2177,1965,1968,2017,2511,2473,2271,2491,2451,2384,2051,1713,1735,1538,1309,947,1033
2015,Molonglo,p,316,186,119,111,323,572,410,316,210,145,136,86,75,48,32,19,4,2
2015,Urriarra-Namadgi,p,48,64,35,43,39,47,50,64,52,36,38,27,25,11,10,3,0,3
2016,Belconnen,m,3625,3358,2682,2843,4310,4030,3970,3784,3378,3011,2591,2478,2253,2287,1620,1042,603,467
2016,Canberra East,m,27,12,12,42,108,121,132,89,94,92,100,78,68,43,42,18,5,6
2016,Gungahlin,m,3672,3025,2347,2197,2555,3211,3798,3516,3063,2418,1832,1410,1043,803,505,323,193,90
2016,North Canberra,m,1267,1168,986,2007,4105,3402,2824,1964,1590,1596,1402,1277,1021,865,602,424,343,421
2016,South Canberra,m,700,647,721,765,763,1231,1150,885,906,995,970,940,767,723,524,321,229,287
2016,Tuggeranong,m,3094,2916,2721,3001,2995,2910,2912,2727,2888,2830,3009,2935,2529,2070,1187,762,448,338
2016,Weston Creek,m,857,878,766,610,508,529,717,783,852,814,706,648,565,639,597,393,249,209
2016,Woden,m,1035,1204,1033,1048,1013,1164,1252,1173,1200,1209,1149,1068,856,857,674,615,435,439
2016,Molonglo,m,247,162,101,72,169,344,302,284,175,123,106,46,48,36,12,3,6,0
2016,Urriarra-Namadgi,m,32,34,15,25,14,25,27,33,26,17,27,13,21,5,0,4,0,0
2016,Belconnen,f,3303,2958,2483,2711,4107,4053,4161,3718,3410,2924,2655,2787,2647,2606,1726,1114,743,848
2016,Canberra East,f,32,16,15,23,31,36,39,21,26,33,42,30,48,27,28,15,6,9
2016,Gungahlin,f,3314,2803,2332,2162,2745,3478,4208,3442,2951,2372,1869,1430,1156,910,548,375,187,72
2016,North Canberra,f,1196,1141,1011,2100,3934,3215,2486,1784,1563,1548,1390,1251,1080,880,711,616,510,676
2016,South Canberra,f,663,640,710,692,772,1388,1133,934,949,993,1034,959,800,756,493,389,339,585
2016,Tuggeranong,f,2948,2782,2490,2951,2756,2860,3055,2858,2996,3212,3442,3183,2747,2087,1281,894,587,529
2016,Weston Creek,f,802,752,683,618,504,587,766,865,894,852,722,722,622,809,649,431,318,363
2016,Woden,f,1014,1094,941,936,993,1224,1257,1183,1231,1283,1253,1094,857,868,872,712,509,643
2016,Molonglo,f,212,151,101,81,213,413,350,269,165,90,98,71,65,45,13,14,5,0
2016,Urriarra-Namadgi,f,14,26,20,22,20,22,35,28,30,19,13,19,3,4,3,0,0,3
2016,Belconnen,p,6928,6316,5165,5554,8417,8083,8131,7502,6788,5935,5246,5265,4900,4893,3346,2156,1346,1315
2016,Canberra East,p,59,28,27,65,139,157,171,110,120,125,142,108,116,70,70,33,11,15
2016,Gungahlin,p,6986,5828,4679,4359,5300,6689,8006,6958,6014,4790,3701,2840,2199,1713,1053,698,380,162
2016,North Canberra,p,2463,2309,1997,4107,8039,6617,5310,3748,3153,3144,2792,2528,2101,1745,1313,1040,853,1097
2016,South Canberra,p,1363,1287,1431,1457,1535,2619,2283,1819,1855,1988,2004,1899,1567,1479,1017,710,568,872
2016,Tuggeranong,p,6042,5698,5211,5952,5751,5770,5967,5585,5884,6042,6451,6118,5276,4157,2468,1656,1035,867
2016,Weston Creek,p,1659,1630,1449,1228,1012,1116,1483,1648,1746,1666,1428,1370,1187,1448,1246,824,567,572
2016,Woden,p,2049,2298,1974,1984,2006,2388,2509,2356,2431,2492,2402,2162,1713,1725,1546,1327,944,1082
2016,Molonglo,p,459,313,202,153,382,757,652,553,340,213,204,117,113,81,25,17,11,0
2016,Urriarra-Namadgi,p,46,60,35,47,34,47,62,61,56,36,40,32,24,9,3,4,0,3
2017,Belconnen,m,3608,3450,2793,2897,4387,4106,3865,3804,3434,3095,2583,2500,2287,2209,1789,1117,649,485
2017,Canberra East,m,30,19,7,39,96,106,129,93,93,87,94,82,63,53,45,17,5,7
2017,Gungahlin,m,3763,3277,2545,2203,2657,3301,3958,3791,3169,2679,1934,1504,1068,812,602,341,240,133
2017,North Canberra,m,1332,1206,1057,1842,4315,3446,2814,2065,1670,1640,1427,1310,1041,903,653,428,336,426
2017,South Canberra,m,730,697,733,834,752,1288,1196,1016,880,1029,953,970,788,710,591,359,234,271
2017,Tuggeranong,m,3040,2894,2740,2861,2988,2747,2845,2789,2741,2879,2897,2972,2568,2090,1347,814,474,363
2017,Weston Creek,m,826,903,792,622,504,476,694,784,836,833,703,657,564,591,610,418,260,209
2017,Woden,m,1061,1241,1073,1042,1018,1129,1281,1202,1211,1239,1113,1111,845,828,660,646,447,439
2017,Molonglo,m,284,233,130,96,170,398,407,346,223,164,114,81,39,49,23,5,7,0
2017,Urriarra-Namadgi,m,28,28,21,28,20,25,26,33,31,19,19,17,21,5,3,3,0,0
2017,Belconnen,f,3321,3052,2536,2748,4182,3946,4147,3895,3396,3069,2633,2737,2647,2565,1927,1173,810,838
2017,Canberra East,f,34,21,19,20,25,36,40,26,21,29,45,24,42,31,30,20,5,11
2017,Gungahlin,f,3437,2992,2418,2194,2911,3566,4291,3692,3099,2562,1946,1491,1212,995,615,425,218,109
2017,North Canberra,f,1222,1135,1073,1988,4288,3342,2552,1916,1595,1574,1399,1311,1145,862,741,623,533,671
2017,South Canberra,f,653,712,758,747,808,1461,1184,1040,895,1030,1004,1045,828,755,567,403,330,565
2017,Tuggeranong,f,2883,2811,2496,2798,2826,2755,2929,2892,2904,3213,3344,3200,2726,2150,1447,915,612,588
2017,Weston Creek,f,800,800,687,630,486,556,729,869,879,882,693,745,580,785,704,444,332,366
2017,Woden,f,1043,1137,967,969,998,1180,1322,1209,1203,1328,1232,1154,880,835,882,753,519,648
2017,Molonglo,f,297,178,148,103,228,461,466,324,223,137,112,96,67,64,17,17,9,0
2017,Urriarra-Namadgi,f,19,24,19,21,17,19,33,22,31,26,12,19,6,3,4,0,1,3
2017,Belconnen,p,6929,6502,5329,5645,8569,8052,8012,7699,6830,6164,5216,5237,4934,4774,3716,2290,1459,1323
2017,Canberra East,p,64,40,26,59,121,142,169,119,114,116,139,106,105,84,75,37,10,18
2017,Gungahlin,p,7200,6269,4963,4397,5568,6867,8249,7483,6268,5241,3880,2995,2280,1807,1217,766,458,242
