year,district,sex,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2025,Woden,p,2633,2793,2761,2499,2564,3150,3478,3222,3341,3075,2944,2622,2199,1851,1618,1619,1220,1202
2025,Molonglo,p,2440,1935,1478,1075,1183,1976,2642,2581,1960,1226,873,554,455,344,318,303,132,74
2025,Urriarra-Namadgi,p,63,40,44,43,22,47,50,47,60,49,27,21,28,21,10,5,8,3
2026,Belconnen,m,4015,3706,3573,3712,4556,4569,4593,4487,4204,3689,3261,2728,2316,2158,1836,1735,1064,808
2026,Canberra East,m,27,40,33,33,82,97,123,92,78,73,53,61,70,59,50,35,22,9
2026,Gungahlin,m,3578,3346,3235,2952,2753,3093,3715,3762,3698,3181,2606,2008,1509,1286,997,870,515,344
2026,North Canberra,m,1410,1381,1524,2536,4696,4155,3180,2442,2276,1930,1834,1656,1331,1112,850,758,506,384
2026,South Canberra,m,709,743,898,1039,870,1235,1159,1115,965,979,1031,973,876,808,633,589,420,318
2026,Tuggeranong,m,2751,2761,2796,2807,2635,2603,2738,2852,2941,2746,2848,2762,2567,2188,1757,1469,828,663
2026,Weston Creek,m,990,945,840,726,535,542,720,904,995,860,741,628,517,481,461,461,342,292
2026,Woden,m,1381,1437,1438,1347,1332,1611,1810,1648,1721,1595,1464,1303,1037,909,744,753,508,516
2026,Molonglo,m,1368,1112,857,628,690,1103,1452,1407,1099,709,486,335,255,205,178,169,81,44
2026,Urriarra-Namadgi,m,33,23,28,24,14,23,23,21,33,27,13,13,21,10,9,2,0,1
2026,Belconnen,f,3899,3620,3409,3467,4280,4364,4539,4592,4275,3710,3299,2678,2408,2409,2219,2076,1304,1079
2026,Canberra East,f,13,23,25,27,11,19,21,20,22,16,22,30,31,36,45,24,13,14
2026,Gungahlin,f,3413,3246,3077,2715,2560,3072,3642,3806,3705,3145,2637,2033,1685,1432,1213,1049,605,443
2026,North Canberra,f,1314,1300,1436,2385,4484,3933,3073,2384,2198,1950,1829,1586,1433,1231,1042,848,642,672
2026,South Canberra,f,644,715,895,1000,796,1254,1158,1147,987,998,1061,991,1023,942,772,679,435,475
2026,Tuggeranong,f,2644,2640,2705,2676,2477,2567,2709,2865,2893,2804,3009,2963,2759,2421,2074,1605,936,1013
2026,Weston Creek,f,952,911,786,668,510,535,744,921,1002,903,771,682,559,543,523,625,399,399
2026,Woden,f,1303,1372,1343,1240,1289,1601,1755,1640,1707,1588,1480,1399,1181,1029,884,852,766,702
2026,Molonglo,f,1297,1064,813,585,649,1073,1425,1421,1093,702,488,341,274,230,216,199,98,63
2026,Urriarra-Namadgi,f,28,22,10,18,13,23,27,25,29,22,14,11,7,12,3,2,8,4
2026,Belconnen,p,7913,7325,6982,7178,8835,8934,9133,9080,8480,7398,6559,5406,4723,4567,4054,3812,2365,1887
2026,Canberra East,p,43,63,57,59,93,115,145,114,102,89,76,90,100,95,93,60,35,24
2026,Gungahlin,p,6990,6591,6312,5668,5312,6166,7358,7566,7403,6326,5244,4041,3194,2719,2208,1919,1120,786
2026,North Canberra,p,2724,2681,2960,4921,9181,8087,6254,4827,4474,3880,3663,3242,2762,2342,1891,1607,1147,1056
2026,South Canberra,p,1354,1456,1792,2039,1668,2490,2319,2261,1954,1977,2093,1963,1899,1749,1404,1268,856,793
2026,Tuggeranong,p,5395,5398,5502,5482,5113,5171,5446,5717,5833,5549,5859,5724,5327,4609,3831,3071,1765,1676
2026,Weston Creek,p,1942,1856,1625,1393,1045,1077,1464,1824,1998,1763,1512,1310,1076,1024,982,1082,742,691
2026,Woden,p,2681,2807,2781,2587,2621,3212,3566,3288,3428,3184,2943,2700,2218,1938,1626,1603,1273,1218
2026,Molonglo,p,2665,2178,1670,1212,1339,2177,2876,2827,2191,1411,975,676,529,436,393,370,180,108
2026,Urriarra-Namadgi,p,62,45,36,43,28,44,49,46,60,50,27,21,28,22,11,3,8,5
2027,Belconnen,m,4079,3807,3581,3820,4660,4563,4659,4606,4264,3802,3303,2840,2296,2207,1876,1679,1184,848
2027,Canberra East,m,28,38,33,36,83,95,121,92,76,72,56,55,65,60,46,37,26,9
2027,Gungahlin,m,3527,3320,3197,2999,2832,3040,3671,3729,3667,3253,2632,2091,1513,1328,1013,843,578,376
2027,North Canberra,m,1433,1409,1536,2631,4858,4154,3235,2502,2308,2022,1855,1712,1358,1147,875,778,552,404
2027,South Canberra,m,705,741,885,1048,869,1205,1150,1114,952,997,1011,981,856,810,642,567,449,334
2027,Tuggeranong,m,2728,2745,2750,2817,2661,2543,2730,2860,2920,2772,2785,2815,2491,2193,1767,1469,924,681
2027,Weston Creek,m,989,961,839,740,541,537,718,912,1006,884,732,656,515,480,457,444,350,305
2027,Woden,m,1399,1461,1445,1383,1378,1639,1871,1695,1759,1641,1477,1357,1035,936,752,729,529,541
2027,Molonglo,m,1477,1244,945,701,776,1184,1563,1530,1204,807,541,398,282,250,212,185,112,61
2027,Urriarra-Namadgi,m,33,24,24,24,16,22,23,22,29,28,16,11,17,13,8,3,1,1
2027,Belconnen,f,3965,3723,3452,3565,4357,4350,4606,4646,4348,3877,3283,2813,2401,2412,2241,2075,1435,1131
2027,Canberra East,f,13,20,23,27,12,17,22,19,25,16,21,28,30,35,41,26,16,14
2027,Gungahlin,f,3369,3230,3059,2771,2603,3018,3589,3736,3674,3216,2657,2137,1673,1469,1231,1046,680,481
2027,North Canberra,f,1335,1331,1464,2459,4630,3931,3119,2425,2248,2040,1850,1640,1450,1288,1084,868,689,682
2027,South Canberra,f,633,719,877,1015,792,1225,1136,1131,976,1020,1032,1019,990,953,783,669,479,476
2027,Tuggeranong,f,2619,2621,2664,2698,2478,2503,2689,2839,2872,2841,2941,3000,2687,2430,2054,1640,1047,1046
2027,Weston Creek,f,949,930,777,693,511,525,741,918,1003,924,769,708,538,551,509,602,438,412
2027,Woden,f,1315,1401,1346,1265,1340,1618,1800,1666,1754,1639,1483,1462,1163,1070,902,851,778,735
2027,Molonglo,f,1399,1194,902,652,726,1148,1530,1529,1201,804,541,406,302,278,254,223,135,87
2027,Urriarra-Namadgi,f,27,23,12,14,15,21,27,27,29,21,13,12,7,12,5,1,6,4
2027,Belconnen,p,8044,7531,7034,7385,9014,8912,9264,9252,8610,7677,6586,5654,4698,4618,4117,3755,2619,1979
2027,Canberra East,p,43,59,57,64,94,112,146,110,99,88,77,84,97,93,87,61,39,23
2027,Gungahlin,p,6895,6550,6257,5771,5435,6058,7260,7465,7341,6470,5288,4227,3184,2796,2244,1891,1257,857
2027,North Canberra,p,2768,2740,3001,5090,9488,8083,6355,4927,4558,4061,3707,3354,2810,2433,1960,1647,1241,1087
2027,South Canberra,p,1339,1462,1762,2061,1661,2431,2286,2244,1928,2016,2045,2000,1847,1764,1424,1236,928,810
2027,Tuggeranong,p,5346,5365,5415,5514,5140,5046,5419,5698,5791,5613,5726,5814,5179,4623,3823,3112,1971,1727
2027,Weston Creek,p,1938,1891,1617,1436,1051,1063,1459,1830,2008,1807,1500,1363,1055,1032,965,1044,787,718
2027,Woden,p,2714,2862,2791,2649,2718,3258,3672,3360,3512,3281,2960,2819,2198,2005,1655,1580,1307,1276
2027,Molonglo,p,2875,2435,1846,1351,1502,2333,3093,3059,2405,1611,1080,804,584,529,468,409,245,148
2027,Urriarra-Namadgi,p,59,48,37,38,32,42,51,49,61,47,29,22,24,24,13,4,8,5
2028,Belconnen,m,4140,3884,3623,3890,4785,4576,4712,4730,4333,3949,3344,2905,2339,2214,1920,1665,1260,895
2028,Canberra East,m,28,37,32,37,84,95,121,91,78,70,56,51,62,67,43,37,27,11
2028,Gungahlin,m,3476,3291,3164,3028,2895,2986,3605,3696,3636,3326,2665,2140,1524,1345,1024,844,630,399
2028,North Canberra,m,1453,1437,1564,2701,5033,4190,3264,2560,2357,2103,1908,1744,1383,1201,902,796,587,422
2028,South Canberra,m,699,741,880,1053,883,1195,1142,1129,946,1030,1005,987,861,810,644,556,477,351
2028,Tuggeranong,m,2706,2726,2719,2831,2690,2493,2695,2868,2897,2829,2753,2828,2448,2184,1769,1492,1006,718
2028,Weston Creek,m,986,962,849,750,555,530,712,919,1005,909,739,664,516,469,466,435,355,312
2028,Woden,m,1417,1477,1459,1406,1428,1668,1916,1744,1788,1700,1495,1399,1053,945,767,712,579,530
2028,Molonglo,m,1570,1357,1032,760,851,1239,1645,1637,1298,901,593,448,314,283,244,203,137,77
2028,Urriarra-Namadgi,m,33,25,24,26,13,21,23,21,32,25,16,13,16,11,8,3,1,1
2028,Belconnen,f,4025,3803,3508,3660,4464,4344,4643,4744,4431,4020,3283,2941,2428,2398,2221,2107,1562,1187
2028,Canberra East,f,13,18,20,24,12,17,25,18,21,16,25,27,24,41,37,32,13,17
2028,Gungahlin,f,3320,3200,3040,2823,2653,2962,3520,3671,3655,3285,2649,2225,1672,1491,1243,1057,734,511
2028,North Canberra,f,1348,1359,1485,2548,4803,3938,3148,2476,2293,2146,1873,1710,1478,1319,1096,920,720,696
2028,South Canberra,f,630,714,873,1024,796,1214,1130,1128,979,1043,1015,1046,997,926,816,661,536,469
2028,Tuggeranong,f,2602,2599,2629,2723,2505,2440,2657,2831,2860,2886,2861,3022,2622,2428,2096,1673,1135,1083
2028,Weston Creek,f,948,931,789,712,517,517,733,912,1015,933,767,720,538,548,515,561,473,421
2028,Woden,f,1328,1415,1349,1306,1384,1637,1830,1697,1800,1702,1490,1498,1167,1102,923,841,804,753
2028,Molonglo,f,1487,1302,988,714,793,1197,1607,1621,1299,898,587,463,335,313,292,248,165,108
2028,Urriarra-Namadgi,f,26,22,14,11,15,20,28,28,29,21,14,12,3,9,7,2,6,4
2028,Belconnen,p,8164,7686,7130,7549,9248,8920,9356,9475,8764,7970,6626,5845,4768,4612,4141,3774,2822,2082
2028,Canberra East,p,43,57,54,61,96,111,144,108,99,86,80,76,87,107,80,68,38,28
2028,Gungahlin,p,6797,6492,6204,5850,5547,5947,7126,7367,7289,6612,5314,4365,3193,2836,2265,1901,1365,909
2028,North Canberra,p,2802,2799,3049,5248,9836,8128,6413,5036,4650,4249,3782,3455,2862,2519,1998,1718,1306,1118
2028,South Canberra,p,1328,1455,1755,2080,1679,2409,2272,2256,1925,2074,2019,2033,1856,1734,1458,1218,1012,820
2028,Tuggeranong,p,5307,5325,5349,5552,5197,4933,5352,5699,5758,5715,5614,5850,5071,4612,3864,3164,2139,1802
2028,Weston Creek,p,1933,1894,1638,1461,1072,1046,1443,1830,2020,1842,1507,1385,1053,1020,979,996,828,733
2028,Woden,p,2745,2894,2807,2710,2813,3305,3745,3442,3588,3402,2985,2896,2220,2047,1689,1553,1382,1283
2028,Molonglo,p,3059,2660,2021,1476,1643,2437,3253,3259,2595,1799,1180,910,650,596,536,451,302,184
2028,Urriarra-Namadgi,p,59,47,39,34,29,41,50,48,62,46,31,24,21,22,15,5,8,4
2029,Belconnen,m,4203,3955,3667,3927,4927,4606,4739,4839,4386,4075,3384,2987,2393,2236,1927,1661,1322,943
2029,Canberra East,m,27,36,34,38,83,94,119,89,76,72,53,52,54,73,43,41,23,14
2029,Gungahlin,m,3403,3246,3146,3083,2934,2938,3494,3654,3613,3398,2733,2192,1545,1346,1044,858,645,434
2029,North Canberra,m,1466,1464,1581,2745,5231,4260,3273,2622,2371,2172,1962,1771,1424,1235,933,812,622,452
2029,South Canberra,m,695,741,870,1058,895,1198,1132,1139,944,1042,1005,989,860,800,671,536,509,360
2029,Tuggeranong,m,2689,2710,2681,2835,2708,2472,2651,2865,2875,2847,2751,2835,2422,2189,1777,1501,1072,745
2029,Weston Creek,m,985,964,860,741,571,533,702,925,996,936,748,668,512,477,465,427,366,324
2029,Woden,m,1427,1493,1460,1421,1470,1698,1933,1778,1807,1737,1524,1420,1075,960,782,700,603,530
2029,Molonglo,m,1679,1473,1147,858,925,1287,1732,1774,1431,1031,667,512,352,314,279,226,164,93
2029,Urriarra-Namadgi,m,32,26,25,24,12,18,23,22,31,26,19,13,13,15,5,6,1,1
2029,Belconnen,f,4084,3871,3574,3710,4595,4358,4647,4831,4487,4155,3329,2994,2465,2405,2257,2110,1653,1263
2029,Canberra East,f,13,17,19,23,12,17,24,17,20,14,24,23,26,39,40,30,17,16
2029,Gungahlin,f,3256,3162,3038,2866,2704,2896,3404,3622,3617,3375,2687,2272,1693,1503,1271,1056,773,544
2029,North Canberra,f,1360,1383,1511,2597,4979,3986,3134,2521,2344,2209,1926,1751,1513,1338,1144,949,769,719
2029,South Canberra,f,627,713,862,1027,810,1208,1110,1131,971,1064,1013,1036,1005,932,834,664,562,483
2029,Tuggeranong,f,2585,2587,2609,2712,2530,2404,2602,2814,2827,2924,2826,2991,2603,2432,2121,1686,1216,1139
2029,Weston Creek,f,942,937,798,718,527,514,720,905,1015,957,779,717,559,539,536,526,491,430
2029,Woden,f,1340,1429,1365,1311,1420,1669,1833,1722,1822,1756,1500,1524,1177,1123,941,847,792,780
2029,Molonglo,f,1591,1415,1104,806,862,1238,1685,1751,1431,1033,655,525,376,346,339,275,200,131
2029,Urriarra-Namadgi,f,26,22,14,13,14,19,26,29,29,23,11,11,4,6,9,1,7,5
2029,Belconnen,p,8288,7826,7239,7637,9523,8965,9384,9670,8872,8230,6713,5982,4857,4640,4186,3771,2975,2206
2029,Canberra East,p,42,55,53,60,95,111,143,105,97,88,79,75,80,112,82,71,38,30
2029,Gungahlin,p,6658,6408,6184,5948,5639,5833,6898,7276,7229,6774,5420,4463,3237,2850,2315,1916,1418,978
2029,North Canberra,p,2827,2849,3091,5342,10209,8246,6407,5143,4715,4382,3889,3521,2937,2573,2076,1761,1391,1171
2029,South Canberra,p,1323,1453,1735,2086,1706,2406,2243,2271,1916,2106,2019,2024,1866,1732,1504,1200,1069,843
2029,Tuggeranong,p,5274,5295,5289,5548,5240,4877,5253,5681,5703,5771,5576,5826,5025,4620,3897,3187,2288,1885
2029,Weston Creek,p,1928,1900,1660,1461,1098,1047,1421,1830,2012,1893,1528,1386,1071,1017,1000,952,857,754
2029,Woden,p,2766,2923,2826,2733,2888,3366,3764,3501,3629,3494,3024,2942,2253,2083,1723,1547,1394,1310
2029,Molonglo,p,3271,2888,2253,1662,1790,2526,3416,3525,2862,2064,1322,1038,727,659,615,501,364,224
2029,Urriarra-Namadgi,p,58,47,39,35,28,38,49,50,60,51,30,26,19,23,15,7,8,6
2030,Belconnen,m,4248,4013,3700,3973,5074,4648,4740,4922,4468,4174,3445,3052,2485,2221,1967,1679,1353,988
2030,Canberra East,m,28,34,33,39,84,92,120,88,74,71,51,52,53,68,46,41,25,15
2030,Gungahlin,m,3330,3193,3115,3097,2985,2902,3369,3588,3593,3440,2786,2213,1599,1330,1072,852,669,463
2030,North Canberra,m,1482,1496,1601,2778,5429,4360,3299,2673,2426,2243,2007,1781,1490,1250,985,809,659,486
2030,South Canberra,m,702,738,868,1064,916,1215,1139,1157,950,1061,1011,980,898,783,703,533,515,387
2030,Tuggeranong,m,2684,2712,2652,2830,2740,2458,2612,2867,2885,2874,2756,2814,2438,2191,1794,1478,1140,782
2030,Weston Creek,m,980,963,869,738,582,534,694,925,997,954,756,669,527,466,480,411,368,328
2030,Woden,m,1441,1505,1465,1413,1532,1730,1954,1818,1847,1769,1545,1432,1109,956,794,696,633,529
2030,Molonglo,m,1777,1583,1260,944,997,1318,1794,1889,1566,1151,740,564,401,336,313,246,187,110
2030,Urriarra-Namadgi,m,31,27,25,23,13,18,19,23,32,25,20,14,14,17,4,6,1,1
2030,Belconnen,f,4131,3925,3629,3753,4744,4385,4651,4879,4561,4262,3410,3044,2525,2403,2281,2114,1704,1349
2030,Canberra East,f,13,16,14,25,12,16,25,16,20,14,24,22,27,40,36,36,16,16
2030,Gungahlin,f,3181,3109,3020,2901,2750,2846,3279,3532,3582,3428,2750,2286,1734,1504,1296,1054,819,575
2030,North Canberra,f,1375,1408,1542,2635,5167,4068,3140,2550,2394,2284,1991,1769,1568,1360,1199,980,808,735
2030,South Canberra,f,628,718,858,1032,826,1223,1115,1142,974,1085,1029,1036,1008,934,863,671,597,488
2030,Tuggeranong,f,2579,2584,2587,2690,2587,2388,2563,2797,2813,2941,2838,2965,2598,2411,2126,1734,1291,1192
2030,Weston Creek,f,940,933,804,726,531,510,712,894,1006,967,798,715,568,525,548,506,498,445
2030,Woden,f,1351,1447,1371,1304,1470,1700,1849,1740,1847,1799,1540,1536,1194,1129,956,856,785,806
2030,Molonglo,f,1684,1521,1217,889,929,1266,1742,1856,1556,1156,733,579,423,374,374,304,229,154
2030,Urriarra-Namadgi,f,26,21,16,10,14,19,26,31,28,23,14,10,5,5,11,1,7,5
2030,Belconnen,p,8380,7939,7327,7725,9819,9031,9393,9800,9031,8437,6854,6095,5011,4624,4249,3794,3059,2337
2030,Canberra East,p,43,52,48,65,96,108,145,104,93,85,75,75,80,106,79,77,40,31
2030,Gungahlin,p,6512,6303,6135,5998,5736,5747,6649,7118,7176,6869,5536,4498,3333,2834,2368,1905,1487,1039
2030,North Canberra,p,2858,2904,3143,5413,10595,8428,6438,5224,4819,4525,3998,3549,3059,2609,2184,1788,1468,1221
2030,South Canberra,p,1331,1456,1726,2096,1742,2439,2254,2298,1923,2145,2040,2015,1906,1714,1566,1205,1114,875
2030,Tuggeranong,p,5265,5295,5239,5520,5327,4845,5176,5666,5698,5814,5594,5779,5035,4602,3921,3210,2431,1974
2030,Weston Creek,p,1921,1896,1673,1465,1113,1045,1403,1821,2002,1921,1555,1384,1096,990,1028,919,865,773
2030,Woden,p,2791,2952,2835,2717,3001,3428,3802,3558,3693,3569,3085,2968,2302,2088,1750,1552,1418,1335
2030,Molonglo,p,3458,3106,2477,1833,1926,2583,3536,3745,3122,2308,1472,1142,825,710,689,549,414,265
2030,Urriarra-Namadgi,p,58,48,41,33,27,37,46,52,59,48,35,25,20,23,16,7,8,6
2031,Belconnen,m,4316,4077,3767,4025,5198,4747,4782,4994,4582,4268,3541,3056,2615,2240,2007,1689,1386,1047
2031,Canberra East,m,27,34,32,40,83,94,120,87,77,67,49,54,47,66,46,42,25,19
2031,Gungahlin,m,3246,3128,3082,3091,2994,2863,3252,3491,3563,3444,2848,2196,1666,1314,1087,857,673,496
2031,North Canberra,m,1503,1512,1621,2809,5572,4489,3323,2702,2466,2282,2073,1756,1567,1251,1021,830,676,512
2031,South Canberra,m,707,743,861,1065,935,1243,1147,1170,960,1077,1032,973,929,767,712,562,504,406
2031,Tuggeranong,m,2687,2713,2625,2824,2752,2479,2584,2873,2886,2887,2808,2748,2496,2149,1833,1460,1169,854
2031,Weston Creek,m,977,964,868,742,587,536,693,923,999,964,777,662,544,464,474,412,356,340
2031,Woden,m,1447,1521,1465,1421,1568,1779,1984,1847,1871,1805,1579,1432,1139,954,831,700,630,545
2031,Molonglo,m,1845,1680,1381,1041,1065,1367,1839,1984,1699,1277,839,616,472,367,358,279,209,135
2031,Urriarra-Namadgi,m,31,26,27,20,15,17,18,22,30,25,21,14,12,16,7,6,1,1
2031,Belconnen,f,4182,4003,3697,3833,4853,4480,4682,4943,4638,4375,3530,3052,2624,2410,2338,2101,1788,1421
2031,Canberra East,f,13,15,12,26,11,16,26,16,20,14,23,21,31,36,33,40,13,18
2031,Gungahlin,f,3102,3047,2996,2905,2755,2805,3160,3424,3526,3450,2809,2273,1781,1500,1298,1065,852,606
2031,North Canberra,f,1394,1420,1559,2685,5294,4179,3152,2564,2415,2343,2056,1759,1628,1369,1218,1036,845,754
2031,South Canberra,f,637,716,861,1028,838,1253,1128,1149,976,1105,1047,1019,1030,940,870,687,614,513
2031,Tuggeranong,f,2578,2583,2562,2684,2615,2400,2532,2777,2804,2949,2883,2900,2611,2394,2127,1768,1345,1260
2031,Weston Creek,f,938,936,807,724,546,509,702,882,1002,974,812,707,586,523,555,493,502,462
2031,Woden,f,1376,1459,1376,1311,1497,1749,1869,1758,1869,1843,1586,1511,1226,1132,994,865,780,822
2031,Molonglo,f,1747,1615,1336,985,992,1312,1783,1940,1675,1289,833,631,492,410,426,344,259,186
2031,Urriarra-Namadgi,f,25,22,19,9,14,19,25,30,30,24,13,10,5,6,10,2,6,6
2031,Belconnen,p,8497,8079,7466,7858,10050,9226,9464,9937,9222,8646,7073,6106,5240,4650,4345,3789,3175,2468
2031,Canberra East,p,42,51,45,66,94,109,145,104,96,82,73,74,79,101,75,83,38,37
2031,Gungahlin,p,6347,6177,6078,5995,5748,5667,6411,6914,7088,6895,5657,4469,3448,2813,2385,1922,1524,1103
2031,North Canberra,p,2897,2934,3180,5494,10867,8668,6476,5266,4881,4624,4129,3513,3194,2620,2239,1868,1521,1267
2031,South Canberra,p,1346,1459,1721,2092,1772,2496,2274,2318,1936,2181,2079,1993,1959,1707,1581,1249,1119,920
2031,Tuggeranong,p,5267,5296,5187,5507,5366,4878,5115,5649,5690,5834,5691,5648,5106,4543,3961,3226,2515,2113
2031,Weston Creek,p,1915,1902,1677,1466,1134,1046,1395,1804,2003,1939,1589,1369,1130,988,1028,905,858,801
2031,Woden,p,2821,2980,2840,2732,3065,3527,3853,3605,3741,3647,3165,2944,2364,2086,1825,1565,1410,1367
2031,Molonglo,p,3593,3294,2717,2026,2056,2679,3621,3924,3375,2566,1671,1248,961,777,784,621,467,321
2031,Urriarra-Namadgi,p,58,48,45,29,30,38,45,52,61,49,34,25,18,21,17,8,7,6
2032,Belconnen,m,4377,4144,3867,4032,5325,4893,4806,5079,4712,4330,3657,3087,2715,2233,2048,1740,1351,1153
2032,Canberra East,m,28,33,31,41,83,95,122,88,76,67,48,56,46,65,46,40,26,19
2032,Gungahlin,m,3177,3077,3077,3082,2984,2860,3133,3417,3546,3437,2918,2207,1707,1295,1108,867,655,546
2032,North Canberra,m,1510,1529,1643,2828,5709,4638,3333,2732,2508,2301,2142,1765,1616,1260,1061,840,688,555
2032,South Canberra,m,716,751,867,1054,954,1284,1164,1188,970,1084,1055,971,951,767,721,573,495,435
2032,Tuggeranong,m,2698,2703,2626,2781,2762,2522,2558,2882,2899,2879,2850,2701,2564,2087,1835,1477,1172,931
2032,Weston Creek,m,979,966,865,740,589,543,692,920,1008,965,798,657,567,459,475,409,346,351
2032,Woden,m,1459,1531,1471,1408,1586,1840,1997,1862,1889,1821,1616,1431,1178,957,858,706,602,578
2032,Molonglo,m,1905,1771,1506,1122,1126,1421,1867,2068,1826,1390,938,670,542,398,404,311,219,170
2032,Urriarra-Namadgi,m,31,25,28,19,13,21,18,23,33,25,20,16,13,13,8,7,1,1
2032,Belconnen,f,4236,4061,3800,3868,4958,4618,4702,5019,4697,4464,3682,3048,2761,2414,2367,2121,1796,1545
2032,Canberra East,f,14,15,9,26,11,16,25,17,19,13,23,21,31,36,31,38,16,20
2032,Gungahlin,f,3033,2994,2993,2908,2755,2782,3050,3347,3481,3451,2891,2276,1839,1466,1319,1076,847,666
2032,North Canberra,f,1405,1439,1579,2717,5420,4310,3149,2585,2429,2375,2135,1756,1684,1379,1256,1067,865,805
2032,South Canberra,f,645,722,866,1016,861,1289,1138,1164,979,1114,1074,1008,1061,922,890,708,611,549
2032,Tuggeranong,f,2581,2583,2565,2644,2625,2432,2510,2772,2788,2930,2929,2845,2660,2340,2146,1758,1382,1357
2032,Weston Creek,f,939,934,813,713,556,518,698,881,1002,966,829,703,612,499,563,485,485,494
2032,Woden,f,1392,1464,1396,1302,1513,1796,1878,1766,1878,1865,1615,1505,1263,1110,1026,876,766,856
2032,Molonglo,f,1801,1700,1457,1065,1050,1358,1810,2017,1783,1408,936,682,567,446,479,381,281,232
2032,Urriarra-Namadgi,f,25,21,18,11,12,18,25,31,28,24,12,11,6,5,10,4,6,6
2032,Belconnen,p,8612,8205,7666,7899,10285,9512,9508,10098,9409,8795,7338,6134,5475,4647,4414,3861,3147,2698
2032,Canberra East,p,42,50,41,68,94,111,148,104,94,82,72,75,77,100,76,79,39,39
2032,Gungahlin,p,6208,6072,6070,5990,5739,5641,6182,6766,7026,6888,5810,4482,3546,2759,2427,1943,1502,1212
2032,North Canberra,p,2914,2965,3222,5546,11130,8949,6481,5315,4936,4679,4278,3521,3300,2638,2316,1908,1552,1360
2032,South Canberra,p,1361,1474,1733,2070,1814,2573,2301,2353,1947,2197,2129,1978,2012,1688,1612,1282,1105,985
2032,Tuggeranong,p,5279,5286,5191,5426,5387,4957,5068,5655,5687,5808,5780,5545,5224,4428,3980,3234,2553,2288
2032,Weston Creek,p,1918,1901,1678,1454,1145,1061,1389,1800,2009,1932,1628,1359,1180,958,1038,894,831,845
2032,Woden,p,2855,2994,2868,2711,3100,3636,3875,3629,3768,3684,3230,2936,2441,2065,1884,1584,1368,1434
2032,Molonglo,p,3706,3471,2963,2185,2177,2779,3677,4085,3609,2796,1872,1353,1109,844,882,692,500,401
2032,Urriarra-Namadgi,p,57,48,46,30,25,38,44,51,61,48,34,27,20,18,18,11,8,7
2033,Belconnen,m,4429,4206,3941,4075,5410,5057,4829,5136,4830,4398,3796,3142,2786,2271,2075,1784,1343,1234
2033,Canberra East,m,27,32,31,40,85,95,124,89,74,68,46,56,43,61,52,38,24,21
2033,Gungahlin,m,3098,3020,3061,3076,2969,2852,3017,3325,3517,3432,2990,2229,1733,1285,1113,874,652,582
2033,North Canberra,m,1529,1535,1662,2851,5822,4815,3359,2747,2545,2316,2218,1789,1643,1268,1095,861,699,584
2033,South Canberra,m,723,754,864,1048,961,1337,1193,1216,982,1083,1084,966,961,772,725,578,486,461
2033,Tuggeranong,m,2712,2712,2622,2748,2784,2563,2548,2872,2915,2874,2913,2679,2586,2069,1837,1477,1187,993
2033,Weston Creek,m,982,966,865,744,592,551,690,919,1013,965,819,657,579,459,462,416,342,360
2033,Woden,m,1480,1536,1476,1400,1598,1897,2017,1867,1923,1835,1665,1432,1195,970,861,723,593,598
2033,Molonglo,m,1957,1860,1626,1207,1186,1479,1890,2135,1952,1504,1047,732,604,441,445,347,234,202
2033,Urriarra-Namadgi,m,31,25,28,18,17,21,19,20,33,26,18,16,14,14,8,7,3,1
2033,Belconnen,f,4291,4119,3879,3912,5071,4763,4724,5061,4781,4559,3824,3051,2876,2445,2383,2126,1843,1654
2033,Canberra East,f,15,15,9,23,11,15,25,18,17,14,24,21,29,31,37,36,17,20
2033,Gungahlin,f,2961,2939,2976,2906,2757,2768,2931,3254,3429,3465,2968,2262,1892,1448,1317,1081,856,711
2033,North Canberra,f,1418,1436,1592,2752,5535,4461,3161,2588,2456,2397,2221,1760,1740,1384,1284,1080,902,841
2033,South Canberra,f,657,720,866,1005,876,1343,1159,1181,979,1117,1105,994,1092,928,865,732,609,587
2033,Tuggeranong,f,2596,2589,2552,2616,2643,2480,2485,2767,2789,2921,2977,2796,2685,2308,2137,1786,1410,1431
2033,Weston Creek,f,942,935,812,711,558,529,693,878,998,975,841,700,625,499,561,488,461,520
2033,Woden,f,1402,1471,1403,1301,1536,1846,1892,1775,1893,1879,1660,1497,1293,1103,1050,894,744,888
2033,Molonglo,f,1851,1789,1574,1147,1108,1411,1829,2081,1894,1528,1044,738,641,488,524,426,303,277
2033,Urriarra-Namadgi,f,26,21,17,11,11,18,25,29,30,24,12,12,7,3,10,4,7,5
2033,Belconnen,p,8718,8326,7820,7987,10479,9819,9553,10197,9610,8958,7622,6194,5661,4716,4458,3910,3186,2888
2033,Canberra East,p,42,48,40,65,96,111,150,105,92,83,71,77,71,91,88,74,41,42
2033,Gungahlin,p,6059,5957,6035,5981,5725,5620,5948,6580,6948,6896,5958,4491,3626,2732,2429,1954,1508,1294
2033,North Canberra,p,2949,2972,3254,5603,11359,9276,6521,5334,4999,4714,4440,3547,3382,2652,2381,1939,1600,1425
2033,South Canberra,p,1381,1473,1730,2054,1837,2678,2352,2396,1960,2201,2191,1960,2052,1699,1590,1310,1097,1047
